Title,Videourl,Category,Description
Adventures in my native village - Goa Travel Vlog II // #MagaliTravels,/watch?v=8d97awZhvhI,travel blog,"The second part of my rural Goan vlog, showing you more of my time there, staying in my native village, in a house that's about 100 years old!
Watch the 1st Part https://youtu.be/OjIf_okvOng
http://magalic.com

These two vlog from Goa are very special to me because I show you what life is like in an actual Goan village. Though Goa has cities too, this is how a majority of locals really live there which is quite different from the image the rest of India & the world has of Goa as a places with beaches & cheap booze, just some place to party.
This vlog mostly takes place in Ambora/Camorlim & the city of Margao & the dessert we're making is called Bebinca.

===============
Places Mentioned
===============
→ Jila Bakery
https://goo.gl/maps/tXH3AGwv7iD2

→ House No 2
https://goo.gl/maps/DVeSHsr4zuw

================
Camera + Equipment
================
→ My KIT / All camera + filming equipment with details & links
http://magali.co/mycamerakit

=================
Contact Me / Inquiries
=================
→ m@magalic.com

============
Special Offers
============
A selection of exclusive discounts from various websites & services I love, for your benefit. Airbnb & Teabox are my most recommended.

TRAVEL

→ Airbnb // http://magali.co/airbnbindia
My fave for accommodation while travelling in India & abroad! Lots of options for any budget.
Sign up with the link above to get ₹1200 off on your first trip (minimum spend of ₹5000)

→ Uber // magaliv129ui
Fave cab company that I use A LOT. Use the code above for ₹50 off your first three rides.

→ Ola // TY4M9V
Another cab company (like Uber, but Indian). Similar app interface, options & pricing. Use the code above to get ₹100 off your first ride.

FOOD

→ Zomato Order // http://magali.co/zomatoin
There are SO many apps for food ordering, this is my fave interface, variety & very quick customer service via live chat. You can get ₹75 off your first meal by registering through the link above or using the coupon code MAGALI. Services most cities of India.

ONLINE SHOPPING

→ Casetify // http://magali.co/xcase
Super cute iPhone cases that are also really protective. The personalised glitter case is my fave. Visit through the link above or use the code 15MAGVAZ for 15% off your first order with free international shipping.

→ Teabox // http://magali.co/teabox50off
I'm a HUGE tea drinker & this remains my favorite tea website in India. They ship within India as well as abroad. Good selection, premium packaging & a very lovely collection of tea / brewing serve wear & paraphernalia. Register via the link above to get a whopping 50% off your first order!
Multiple teabox hauls are in my tea playlist: http://magali.co/magalidrinkstea

→ iHerb // http://magali.co/buyrtbrushes
iHerb is a US based website that I use to buy teas not available in India, like Harney & Sons.
Sign up with the link above or use the code CSP461 to get $5 off with a minimum spend of $20 & $10 off on a minimum spend of $40
Tons of hauls on my channel, one here: http://magali.co/buyrtbrushes

→ Sigma Beauty // http://magali.co/sigmaxmagali
Sigma Beauty is an American beauty brand selling good makeup brushes as well as makeup. Register with the link above or use the code MAGALI for 10% off your order!
Haul Video here: http://magali.co/sigmahaul

=======
Links ✍
=======

→  VLOG CHANNEL http://magali.co/magalivlogsyt

→  BLOG http://magalic.com

→ TWITTER http://twitter.com/magali_c

→  INSTAGRAM http://instagram.com/magali_c

=========
Soundtrack
=========
→ Aqualina
http://magali.co/aqualina

→ Hella Maker
http://magali.co/hellamaker

→ Ekaj Ledeir
http://magali.co/hellamaker

Disclosure: This is not a sponsored video! :)"
The Origin of Religion (part 2),/watch?v=2CmEbLUdFKc,History,http://instituteofblackstudyandresearch.ning.com
March 2019 Board Exam | Science & Technology I.M.P. Question | Std 10 Gujarati Medium,/watch?v=9Z93FZkrABw,Science&Technology,"The Diwalipura Youth is most trusted Youtube channel in all Gujarat. Last Year we had given I.M.P. Question for March 2018  board examination in January and February. 90% Of Question in March 2018 Board Exam from our I.M.P. . This Video Contain I.M.P. Of Science & Technology Of 5-Marks Question ( GSEB Board )

🌻 *દેવસત્ય પેપર સેટ - ૨૦૧૯ ને બુકીંગ કરવાની રીત* 🌻

👉🏼 *STEP 1 : આપેલ ભુરી🔵 લિન્ક* https://amzn.to/2JwxFxP
*ને ક્લિક કરો અથવા Amazon ની એપ્લિકેશન માં "" Devsatya Paper Set ""  📱સર્ચ કરો*

👉🏼 *STEP 2 : બુક ના ફોટો નીચે "" See All Buying Option "" ના પીળા🔸 બટન ને ક્લિક કરો.*

👉🏼 *STEP 3 : એમેઝોન માં પોતાની માહિતી આપો અથવા 🖥 Login કરો*

👉🏼 *STEP 4 : "" Add to Cart "" 🚛ના પીળા બટન ને ક્લિક કરો.*

👉🏼 *STEP 5 : કાર્ટ ની નિશાની દ્વારા "" Prossed to Check Out "" 🖱કરો, તમને Confirmation SMS મળી જશે*



This Year We are introduce Our Own Paper Set For March 2019 Board Exam. It Contain 10 papers Of Each Main Subject Like Maths , Science & Technology , Social Science  , English , Gujarati .
All Questions are expected to ask in March 2019 Board Exam. Its Most IMP Question Paper for March 2019 Board Exam.

#TheDiwalipuraYouth #March2019 #boardexam #devsatya #paperset #impforboard #std10 #gujarati

Tutor : Vicky Sir
Editor : Vicky Sir
Videographer : Gaurav Photography
Paper Set Name : DEVSATYA PAPER SET BY THE DIWALIPURA YOUTH
Venue : Sahajanand Classes
Supported By : The Diwalipura Youth

*Copyright to Original Creator Only."
How Gross Is Your Dirty Laundry?,/watch?v=DKUcUnATeP0,Science&Technology,"Scientists have found that our clothes and linens can harbor dangerous pathogens, but just how much of a health risk is dirty laundry?

Why Do We Have Such Bad Body Odor? - https://youtu.be/eziTR5__T8s
Sign Up For The Seeker Newsletter Here - http://bit.ly/1UO1PxI

Read More:
Dirty laundry may cause environmental contamination
https://www.eurekalert.org/pub_releases/2016-11/oupu-dlm110416.php
""A new paper published in FEMS Microbiology Letters, resulting from an investigation of a laundry facility that services several Seattle-area hospitals, suggests that soiled clinical linens may be a source of surface Clostridium difficile contamination.""

Dirty Laundry? How Nasty Germs Survive in Your Washer
http://abcnews.go.com/Health/Wellness/washing-machines-loaded-bacteria-dirty-clothes/story?id=10751420
""Your dirty laundry may actually be even dirtier after you wash it. That's because experts say washing machines are teeming with bacteria that find their way onto your clothes -- and then onto you. Our smallest items -- our undergarments -- are the biggest culprits because of the presence of fecal matter and the different types of bacteria it can carry.""

The Myth of the Frozen Jeans
http://www.smithsonianmag.com/science-nature/the-myth-of-the-frozen-jeans-129092730/?no-ist=
""Levi Strauss advises freezing your jeans to kill the germs that make them smelly, thereby saving the water you'd use in washing them. Don't bother, says Stephen Craig Cary, a University of Delaware expert on frozen microbes, who wrote to us from Antarctica.""
____________________

DNews is dedicated to satisfying your curiosity and to bringing you mind-bending stories & perspectives you won't find anywhere else! New videos daily.

Watch More DNews on Seeker http://www.seeker.com/show/dnews/

Subscribe now! http://www.youtube.com/subscription_center?add_user=dnewschannel

Seeker on Twitter http://twitter.com/seeker

Trace Dominguez on Twitter https://twitter.com/tracedominguez

DNews on Facebook https://facebook.com/DiscoveryNews

DNews on Google+ https://plus.google.com/u/0/+dnews

Seeker http://www.seeker.com/

Sign Up For The Seeker Newsletter Here: http://bit.ly/1UO1PxI

Written by: Molly Nevola"
Stolzle Glass Manufacturing Video,/watch?v=8yKcvBhfAsI,manufacturing,"Stölzle is an international German glassware manufacturing company. Stölzle creates crystal drinking glasses for the restaurant, hotel and retail sector . We ensure that our product maximizes the full potential, flavor and aroma of each individual drink. The professional design and hi-tech production guarantee optimum performance durability and elegance.

For over 200 years, Stölzle has been recognized as Europe's leading designer, manufacturer and marketer of high-quality, 100% lead free crystal glassware for the foodservice and retail market. While Stölzle is very proud of its long European and international history and tradition, we continually seek to develop innovative new shapes and designs. Our six factories are the most economical and environmentally advanced factories in Europe. We like to say that we are in the wine business and glassware is our medium."
"അറബി തട്ടാനും  ചെരുപ്പുകുത്തിയും - Bahrain National Museum, Vlog 413",/watch?v=ia7lcheyzUs,travel blog,"അറബികളുടെ പഴയകാലത്തേക്ക് ഒന്ന് പോയാലോ? അറബി തട്ടാനും ചെരുപ്പുകുത്തിയും മുക്കുവനും നെയ്ത്തുകാരനും ഒക്കെയായി ബഹ്റൈന്റെ സാംസ്കാരിക കാഴ്ചകൾ കാണാൻ ഏറ്റവും മികച്ച സ്ഥലം നാഷണൽ മ്യൂസിയം  തന്നെ.

Malayalam Travel Vlog by Sujith Bhakthan Tech Travel Eat

Feel free to comment here for any doubts regarding this video.

**** Follow us on ****

Facebook: https://www.facebook.com/techtraveleat/
Instagram: https://www.instagram.com/techtraveleat/
Twitter: https://twitter.com/techtraveleat
Website: http://www.techtraveleat.com"
Should you play a yellow ball? + GIVEAWAY! Golf Monthly,/watch?v=hf0N81bh84s,manufacturing,"► In this video, Mike Harris asks whether you should be thinking about using a yellow ball...

► Become a FREE SUBSCRIBER to Golf Monthly's YouTube page now - https://www.youtube.com/golfmonthly

► For the latest reviews, new gear launches and tour news, visit our website here - http://www.golf-monthly.co.uk/

► Like us on Facebook here - https://www.facebook.com/GolfMonthlyMagazine

►Follow us on Twitter here - https://twitter.com/GolfMonthly

►Feel free to comment below!

►Remember to hit that LIKE button if you enjoyed it :)"
How laptops are made in China Factory - Pretech,/watch?v=nDisiwNzNzA,manufacturing,"www.pretech-e.com    www.yottafun.net


Pretech International Company Limited was founded in 2010 and specialized in the development and manufacture of consumer electronics, Our own brand “Yottafun” was been registered in 2016. We pride ourselves in the quality of our products an excellent after-sales service. Our main products include Smart home devices, Tablet PC, Smartphone and electronic accessories.


Pretech’s rich experience in handling large ODM and OEM orders has enabled us to establish ourselves as a global player in the consumer electronics market, we have developed an in-depth understanding of their needs and requirements leading us to obtain all of the major internationally recognized approvals and certifications including RoHS, CE, FCC, UL, FDA, PSE, CB, PCT and CCC.



As our market share continues to grow, we continue to set new goals, striving for excellence through innovation. At the same time we remain true to our core values of offering the best combination of quality and price and always putting our customers first. We are sure you will notice the difference and look forward to forming a successful long-term business partnership with you.


FIND US AND FOLLOW US:
Facebook: https://www.facebook.com/YOTTAFUNTech/
Twitter: https://twitter.com/YOTTAFUN_Tech
Instagram: https://www.instagram.com/yottafun/"
The BEST Buffet in Las Vegas! Caesars Palace Bacchanal Buffet Dinner Edition,/watch?v=mxOn1p6Tvko,Food,"caesars palace bacchanal buffet in Las Vegas is hands down my favorite buffet in the world. Here's what they have for dinner...

►Subscribe for more videos about food! http://bit.ly/1hsxh41

★↓FOLLOW ME ON SOCIAL MEDIA!↓★
Facebook Show Page: https://www.facebook.com/strictlydumpling
Facebook Mike Fan Page: https://www.facebook.com/mikeychenx
Instagram: http://instagr.am/Mikexingchen
Twitter: http://twitter.com/Mikexingchen
Vine: https://vine.co/Mikexingchen
Snapchat: Mikeychenx
Periscope: Mikexingchen

Get tickets to the best show on earth!!!
https://www.shenyunperformingarts.org/"
Technology Disruption | Vidia Mooneegan | TEDxPlainesWilhems,/watch?v=pk9RVBwiFbM,Science&Technology,"Facebook took 3.5 years to acquire 50 million customers, Whatsapp took 15 months, Angry Birds took 15 days.

By 2025, 2 billion people will have their first banking experience on their smart phone.  80% of these people will never walk in a bank branch.

Disruption across various industries and in different ways and as an island nation could this be an opportunity?

VIDIA MOONEEGAN is considered a pioneer of the Mauritius IT-BPO industry.  He is the Senior Vice President and Managing Director of Ceridian, a cloud Human Capital Management software and services company.  He is responsible for the Mauritius operations which employs some 800 associates. Vidia’s experience includes engaging partners globally to provide sourcing solutions.  He has served as President of the outsourcing association of Mauritius and is a council member of Business Mauritius. His has worked for TNT Business Solutions, Schlumberger Oilfield Services and Arthur Andersen, UK.


This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx"
"Beach Huts In Goa, India! Agonda Beach, Travel Vlog",/watch?v=6Z-4j7zLcRk,travel blog,"We stayed in beautiful 'beach huts' in Goa, India! We show you our accommodation and food at Agonda Beach and what we got up to relaxing on the coast for a few days :)

We had lovely meals at the beach and managed to go swimming in the Sea. We also had our nails done, did some beach workouts and played cards. The weather was cloudy and over-cast due to the time of year, but warm. I imagine in peak summer this is a great beach destination!

#beachhutsgoa #indiatravelvlog #agondabeachgoa

Keep up with our adventures as we travel the world!
Get In Touch! Instagram:
Grace: @gracemariebarry
Joe: @joeyamoore
Rachel: @rachanndavies
Marcus: @m.watling

Twitter: @gracemariebarry
My Blog: www.gracemariebarry.com
------------------------------------------------------------------------------------------
Grace xo"
